timestamp,open,high,low,close,volume
2025-02-07 09:00:00,128.59,129.17,128.5,128.93,140864.0
2025-02-07 09:05:00,128.92,129.03,128.83,128.84,97220.0
2025-02-07 09:10:00,128.85,128.89,128.7,128.74,51195.0
2025-02-07 09:15:00,128.73,128.76,128.48,128.48,63281.0
2025-02-07 09:20:00,128.48,128.5,128.25,128.29,54532.0
2025-02-07 09:25:00,128.27,128.3,128.1,128.2,55541.0
2025-02-07 09:30:00,128.21,128.42,128.16,128.3,61723.0
2025-02-07 09:35:00,128.28,128.29,128.13,128.2,39869.0
2025-02-07 09:40:00,128.21,128.33,128.16,128.22,30293.0
2025-02-07 09:45:00,128.2,128.21,127.78,127.82,88856.0
2025-02-07 09:50:00,127.85,128.03,127.53,127.56,92716.0
2025-02-07 09:55:00,127.58,127.58,127.2,127.28,126966.0
2025-02-07 10:00:00,127.29,127.3,127.01,127.3,113851.0
2025-02-07 10:05:00,127.3,127.78,127.3,127.53,95744.0
2025-02-07 10:10:00,127.57,127.6,127.41,127.48,31578.0
2025-02-07 10:15:00,127.48,127.54,127.43,127.5,22488.0
2025-02-07 10:20:00,127.48,127.6,127.41,127.46,24306.0
2025-02-07 10:25:00,127.48,127.51,127.4,127.43,27708.0
2025-02-07 10:30:00,127.43,127.5,127.32,127.39,39257.0
2025-02-07 10:35:00,127.39,127.64,127.39,127.45,57661.0
2025-02-07 10:40:00,127.43,127.56,127.37,127.53,26941.0
2025-02-07 10:45:00,127.55,127.8,127.55,127.74,47644.0
2025-02-07 10:50:00,127.77,127.86,127.72,127.74,25408.0
2025-02-07 10:55:00,127.76,127.84,127.76,127.78,11693.0
2025-02-07 11:00:00,127.75,127.89,127.72,127.75,26304.0
2025-02-07 11:05:00,127.72,127.73,127.63,127.71,24277.0
2025-02-07 11:10:00,127.72,127.74,127.52,127.57,28143.0
2025-02-07 11:15:00,127.55,127.65,127.5,127.62,21845.0
2025-02-07 11:20:00,127.66,127.73,127.61,127.66,23324.0
2025-02-07 11:25:00,127.68,127.82,127.65,127.82,32644.0
2025-02-07 11:30:00,127.82,127.98,127.81,127.94,31256.0
2025-02-07 11:35:00,127.98,127.98,127.87,127.88,20257.0
2025-02-07 11:40:00,127.89,127.97,127.76,127.96,40577.0
2025-02-07 11:45:00,127.97,128.13,127.9,128.1,42304.0
2025-02-07 11:50:00,128.07,128.2,128.05,128.12,37309.0
2025-02-07 11:55:00,128.12,128.34,128.11,128.31,69475.0
2025-02-07 12:00:00,128.3,128.57,128.131,128.54,149472.0
2025-02-07 12:05:00,128.56,128.85,128.52,128.75,147353.0
2025-02-07 12:10:00,128.75,128.85,128.7,128.7,54424.0
2025-02-07 12:15:00,128.69,128.8,128.62,128.73,71854.0
2025-02-07 12:20:00,128.75,128.78,128.62,128.65,34871.0
2025-02-07 12:25:00,128.65,128.82,128.61,128.71,64922.0
2025-02-07 12:30:00,128.72,128.78,128.58,128.77,58666.0
2025-02-07 12:35:00,128.75,128.76,128.51,128.52,47862.0
2025-02-07 12:40:00,128.53,128.73,128.501,128.73,29941.0
2025-02-07 12:45:00,128.73,129.0,128.73,128.83,153668.0
2025-02-07 12:50:00,128.81,128.85,128.7,128.74,80316.0
2025-02-07 12:55:00,128.74,128.88,128.7,128.84,65344.0
2025-02-07 13:00:00,128.13,129.13,127.1024,128.79,1433567.0
2025-02-07 13:05:00,128.78,128.85,128.49,128.49,277142.0
2025-02-07 13:10:00,128.5,128.59,128.41,128.45,167930.0
2025-02-07 13:15:00,128.48,128.6778,128.48,128.6008,92720.0
2025-02-07 13:20:00,128.6,128.61,128.36,128.41,118704.0
2025-02-07 13:25:00,128.39,128.46,128.25,128.4,147471.0
2025-02-07 13:30:00,128.47,128.95,127.82,128.2,1824940.0
2025-02-07 13:35:00,128.21,128.55,128.0,128.5101,268364.0
2025-02-07 13:40:00,128.55,129.09,128.5201,128.87,645438.0
2025-02-07 13:45:00,128.85,128.85,128.4405,128.48,227731.0
2025-02-07 13:50:00,128.46,128.7799,128.46,128.7001,177427.0
2025-02-07 13:55:00,128.715,128.99,128.7007,128.98,212461.0
2025-02-07 14:00:00,128.96,129.03,128.7,128.95,196935.0
2025-02-07 14:05:00,128.9405,129.3699,128.88,129.22,440777.0
2025-02-07 14:10:00,129.22,129.35,129.09,129.3492,268843.0
2025-02-07 14:15:00,129.3207,129.35,129.1,129.1001,281029.0
2025-02-07 14:20:00,129.1,129.2,128.93,129.1991,278216.0
2025-02-07 14:25:00,129.2,129.35,128.91,129.23,418492.0
2025-02-07 14:30:00,129.22,130.22,128.8,129.8504,13575774.0
2025-02-07 14:35:00,129.8466,130.3364,129.42,129.94,6856504.0
2025-02-07 14:40:00,129.92,130.21,129.62,129.86,5066885.0
2025-02-07 14:45:00,129.86,130.12,129.51,130.03,4274575.0
2025-02-07 14:50:00,130.039,130.37,129.88,130.095,4366565.0
2025-02-07 14:55:00,130.095,130.12,129.52,129.65,4223728.0
2025-02-07 15:00:00,129.61,129.7,128.91,129.26,6188638.0
2025-02-07 15:05:00,129.28,129.82,129.06,129.22,4753394.0
2025-02-07 15:10:00,129.22,129.39,127.84,128.28,7098323.0
2025-02-07 15:15:00,128.29,128.86,127.8,128.71,4462948.0
2025-02-07 15:20:00,128.71,129.13,128.43,129.0675,3539341.0
2025-02-07 15:25:00,129.08,129.4499,128.9199,129.11,2856975.0
2025-02-07 15:30:00,129.1,129.4797,128.921,129.26,2863597.0
2025-02-07 15:35:00,129.255,129.8,129.0723,129.54,3335483.0
2025-02-07 15:40:00,129.55,129.74,129.22,129.395,2394479.0
2025-02-07 15:45:00,129.395,129.69,129.12,129.615,2253707.0
2025-02-07 15:50:00,129.62,129.9,125.0,128.62,4603677.0
2025-02-07 15:55:00,128.6144,129.42,128.45,129.38,3369505.0
2025-02-07 16:00:00,129.38,129.43,128.46,128.72,2593758.0
2025-02-07 16:05:00,128.71,129.184,128.23,129.16,2759691.0
2025-02-07 16:10:00,129.16,129.165,128.6,128.685,1872411.0
2025-02-07 16:15:00,128.69,129.5,128.53,129.18,2620317.0
2025-02-07 16:20:00,129.195,129.49,128.85,129.1129,2325924.0
2025-02-07 16:25:00,129.11,129.259,128.6694,128.7,1941954.0
2025-02-07 16:30:00,128.7,129.0596,128.59,128.95,2140601.0
