timestamp,open,high,low,close,volume
2024-11-21 09:00:00,142.5,143.84,141.22,141.54,397571.0
2024-11-21 09:05:00,141.61,141.8,140.56,140.64,221789.0
2024-11-21 09:10:00,140.61,141.29,140.0,140.5,249294.0
2024-11-21 09:15:00,140.77,140.8,139.8,139.87,377091.0
2024-11-21 09:20:00,139.9,140.72,139.8,140.45,270420.0
2024-11-21 09:25:00,140.48,140.9,140.0,140.49,124473.0
2024-11-21 09:30:00,140.47,140.99,140.46,140.8,95670.0
2024-11-21 09:35:00,140.84,140.95,140.33,140.5,94245.0
2024-11-21 09:40:00,140.57,141.0,140.55,140.95,59734.0
2024-11-21 09:45:00,140.95,141.2,140.75,140.9,83865.0
2024-11-21 09:50:00,140.88,141.38,140.85,141.19,83274.0
2024-11-21 09:55:00,141.14,141.49,141.14,141.3,74460.0
2024-11-21 10:00:00,141.32,141.35,141.09,141.29,58082.0
2024-11-21 10:05:00,141.3,141.69,141.27,141.57,87407.0
2024-11-21 10:10:00,141.57,141.59,141.3,141.3,59069.0
2024-11-21 10:15:00,141.26,141.47,141.15,141.26,65423.0
2024-11-21 10:20:00,141.34,141.34,141.04,141.21,36239.0
2024-11-21 10:25:00,141.23,141.3,141.06,141.2,30961.0
2024-11-21 10:30:00,141.19,141.41,141.11,141.35,36099.0
2024-11-21 10:35:00,141.36,141.62,141.33,141.58,61650.0
2024-11-21 10:40:00,141.59,141.59,141.3,141.51,48516.0
2024-11-21 10:45:00,141.52,141.58,141.38,141.38,31340.0
2024-11-21 10:50:00,141.4,141.58,141.33,141.58,41589.0
2024-11-21 10:55:00,141.55,141.83,141.51,141.83,58789.0
2024-11-21 11:00:00,141.76,142.12,141.76,141.84,116664.0
2024-11-21 11:05:00,141.83,142.2,141.78,142.11,72861.0
2024-11-21 11:10:00,142.13,142.32,142.05,142.28,70227.0
2024-11-21 11:15:00,142.28,142.9,142.23,142.6,132113.0
2024-11-21 11:20:00,142.6,142.81,142.31,142.55,89096.0
2024-11-21 11:25:00,142.59,142.64,142.33,142.64,68135.0
2024-11-21 11:30:00,142.64,142.9,142.55,142.9,92256.0
2024-11-21 11:35:00,142.89,143.15,142.7,142.87,117160.0
2024-11-21 11:40:00,142.88,143.39,142.88,143.35,106966.0
2024-11-21 11:45:00,143.37,143.54,143.2,143.38,134973.0
2024-11-21 11:50:00,143.35,143.43,143.1,143.32,76607.0
2024-11-21 11:55:00,143.31,143.67,143.3,143.63,86591.0
2024-11-21 12:00:00,143.6,144.46,143.3,144.44,450088.0
2024-11-21 12:05:00,144.47,144.49,144.07,144.38,223714.0
2024-11-21 12:10:00,144.35,144.85,144.32,144.85,291115.0
2024-11-21 12:15:00,144.86,144.99,144.75,144.86,307114.0
2024-11-21 12:20:00,144.89,144.9,144.5,144.67,210931.0
2024-11-21 12:25:00,144.66,144.89,144.64,144.68,199810.0
2024-11-21 12:30:00,144.69,144.78,144.3,144.49,315000.0
2024-11-21 12:35:00,144.47,144.7,144.26,144.53,168437.0
2024-11-21 12:40:00,144.54,145.0,144.53,144.95,314744.0
2024-11-21 12:45:00,144.94,144.94,144.41,144.7,165002.0
2024-11-21 12:50:00,144.75,144.75,144.51,144.65,95591.0
2024-11-21 12:55:00,144.6,144.65,144.35,144.43,86223.0
2024-11-21 13:00:00,143.32,144.98,139.8559,144.74,2282296.0
2024-11-21 13:05:00,144.73,144.9,144.65,144.85,318988.0
2024-11-21 13:10:00,144.85,145.8,144.75,145.69,782061.0
2024-11-21 13:15:00,145.67,146.74,145.6101,146.7,1061052.0
2024-11-21 13:20:00,146.7,147.85,146.6,147.85,1706779.0
2024-11-21 13:25:00,147.83,148.37,147.45,148.14,1773870.0
2024-11-21 13:30:00,148.1999,149.4,148.13,148.95,2060575.0
2024-11-21 13:35:00,148.9687,149.0,148.0,148.41,1319942.0
2024-11-21 13:40:00,148.4,148.79,148.21,148.7,1035690.0
2024-11-21 13:45:00,148.65,148.7,148.01,148.19,635195.0
2024-11-21 13:50:00,148.16,148.21,147.54,148.06,1036647.0
2024-11-21 13:55:00,148.0799,148.2,147.7505,147.92,421768.0
2024-11-21 14:00:00,147.91,148.78,147.88,148.6,980473.0
2024-11-21 14:05:00,148.6499,148.9,148.3538,148.8013,970839.0
2024-11-21 14:10:00,148.8024,149.45,148.575,149.45,1216222.0
2024-11-21 14:15:00,149.45,149.45,148.71,148.81,980565.0
2024-11-21 14:20:00,148.81,149.7,148.75,149.33,1013393.0
2024-11-21 14:25:00,149.33,149.57,149.05,149.331,914226.0
2024-11-21 14:30:00,149.35,152.89,147.74,148.33,33118498.0
2024-11-21 14:35:00,148.32,148.6,144.61,144.9713,18707236.0
2024-11-21 14:40:00,144.955,147.3,144.34,146.9,12470883.0
2024-11-21 14:45:00,146.91,148.65,146.63,148.4501,9607383.0
2024-11-21 14:50:00,148.45,148.64,145.79,146.2099,8468781.0
2024-11-21 14:55:00,146.18,146.9871,145.25,145.68,6861881.0
2024-11-21 15:00:00,145.68,145.9399,143.64,144.26,9781996.0
2024-11-21 15:05:00,144.296,144.42,143.02,143.9889,7379638.0
2024-11-21 15:10:00,144.0,145.08,143.34,144.7,6396566.0
2024-11-21 15:15:00,144.695,145.44,143.82,144.095,5222318.0
2024-11-21 15:20:00,144.08,144.47,142.28,142.5325,7676168.0
2024-11-21 15:25:00,142.55,142.99,141.02,141.195953,8350316.0
2024-11-21 15:30:00,141.16,142.44,140.7,141.98,8197744.0
2024-11-21 15:35:00,141.94,142.82,141.53,142.3701,5993690.0
2024-11-21 15:40:00,142.38,143.31,141.915,143.244,4953694.0
2024-11-21 15:45:00,143.250445,143.95,142.0,143.58,6397964.0
2024-11-21 15:50:00,143.5899,144.1,143.11,144.1,3954423.0
2024-11-21 15:55:00,144.09,144.44,144.07,144.352,3847833.0
2024-11-21 16:00:00,144.36,144.76,143.87,144.07,3899498.0
2024-11-21 16:05:00,144.05,144.57,143.67,143.8293,3315855.0
2024-11-21 16:10:00,143.82,144.16,143.43,143.75,3128275.0
2024-11-21 16:15:00,143.77,143.93,142.89,143.0,2993174.0
2024-11-21 16:20:00,143.0025,143.84,143.0,143.67,2841473.0
2024-11-21 16:25:00,143.66,145.0899,143.6007,145.0,4459615.0
2024-11-21 16:30:00,145.01,145.455,144.83,145.23,4060424.0
2024-11-21 16:35:00,145.23,145.3,144.2169,144.335,3423369.0
2024-11-21 16:40:00,144.3201,145.1,144.3201,144.88,2983421.0
2024-11-21 16:45:00,144.89,144.95,143.88,144.0863,2882416.0
2024-11-21 16:50:00,144.1,144.14,143.46,143.48,2845879.0
2024-11-21 16:55:00,143.49,143.66,143.15,143.6177,2958863.0
2024-11-21 17:00:00,143.616,143.8,143.15,143.21,3246276.0
2024-11-21 17:05:00,143.19,144.0,143.19,143.8793,2679417.0
2024-11-21 17:10:00,143.8705,144.17,143.43,143.48,2770734.0
2024-11-21 17:15:00,143.47,144.23,143.465,144.12,3454855.0
2024-11-21 17:20:00,144.1111,144.43,143.9121,144.4299,2112842.0
2024-11-21 17:25:00,144.425,144.5,144.19,144.28,2065033.0
2024-11-21 17:30:00,144.31,144.77,144.25,144.74,2109932.0
2024-11-21 17:35:00,144.74,144.82,144.4208,144.47,1983174.0
2024-11-21 17:40:00,144.46,144.63,144.11,144.4847,2356902.0
2024-11-21 17:45:00,144.49,145.0,144.21,144.265,2032843.0
2024-11-21 17:50:00,144.26,144.45,143.81,143.87,2119351.0
2024-11-21 17:55:00,143.875,144.1,143.71,144.085,1783388.0
2024-11-21 18:00:00,144.09,144.27,143.87,144.1738,1512430.0
2024-11-21 18:05:00,144.17,144.83,144.105,144.7,2404233.0
2024-11-21 18:10:00,144.7,145.24,144.695,145.004,2933183.0
2024-11-21 18:15:00,145.0,145.07,144.61,144.79,1698548.0
2024-11-21 18:20:00,144.795,145.17,144.65,145.065,1848066.0
2024-11-21 18:25:00,145.065,145.42,145.05,145.18,2391011.0
2024-11-21 18:30:00,145.18,146.29,145.18,146.2077,4154519.0
2024-11-21 18:35:00,146.19,146.55,145.84,146.19,4033992.0
2024-11-21 18:40:00,146.21,146.65,145.99,146.58,2921947.0
2024-11-21 18:45:00,146.585,147.06,146.45,146.75,5119271.0
2024-11-21 18:50:00,146.755,147.26,146.66,147.2283,3024041.0
2024-11-21 18:55:00,147.22,147.5,147.0201,147.345,3477894.0
2024-11-21 19:00:00,147.345,147.61,146.7,147.051,4117475.0
2024-11-21 19:05:00,147.055,147.34,146.64,146.6506,2685513.0
2024-11-21 19:10:00,146.65,146.88,146.37,146.64,2835065.0
2024-11-21 19:15:00,146.66,146.72,145.87,145.96,2752374.0
2024-11-21 19:20:00,145.96,147.14,145.95,147.0819,2736051.0
2024-11-21 19:25:00,147.0984,147.28,146.98,147.1016,2449819.0
2024-11-21 19:30:00,147.1099,147.69,146.95,147.5,2889045.0
2024-11-21 19:35:00,147.5,147.96,147.36,147.96,2743811.0
2024-11-21 19:40:00,147.9593,148.0,147.7,147.96,3509805.0
2024-11-21 19:45:00,147.9528,147.97,147.41,147.6574,2685070.0
2024-11-21 19:50:00,147.66,147.68,147.07,147.32,2339365.0
2024-11-21 19:55:00,147.34,147.88,147.33,147.755,2710714.0
2024-11-21 20:00:00,147.75,148.1,147.63,147.6902,3682321.0
2024-11-21 20:05:00,147.6999,148.08,147.62,148.015,2768926.0
2024-11-21 20:10:00,148.01,148.43,147.86,148.2723,3155568.0
2024-11-21 20:15:00,148.27,148.55,148.1601,148.33,3162918.0
2024-11-21 20:20:00,148.331,148.3497,147.92,148.0125,2393858.0
2024-11-21 20:25:00,148.03,148.22,147.8601,148.175,2224151.0
2024-11-21 20:30:00,148.175,148.43,147.8,147.835,2681373.0
2024-11-21 20:35:00,147.83,148.02,147.32,147.8299,3711847.0
2024-11-21 20:40:00,147.81,147.88,147.4201,147.4899,2659895.0
2024-11-21 20:45:00,147.48,147.65,146.8609,146.95,3510028.0
2024-11-21 20:50:00,146.94,146.95,146.3,146.9199,5212662.0
2024-11-21 20:55:00,146.93,147.0,146.61,146.62,6320311.0
2024-11-21 21:00:00,146.61,147.0,146.02,146.21,1706152.0
2024-11-21 21:05:00,146.25,146.74,146.2201,146.6003,341231.0
2024-11-21 21:10:00,146.64,146.74,146.6,146.7199,101454.0
2024-11-21 21:15:00,146.71,146.75,146.65,146.67,82254.0
2024-11-21 21:20:00,146.67,146.75,146.5,146.6664,146197.0
