timestamp,open,high,low,close,volume
2024-06-26 08:00:00,129.2,129.74,128.47,129.47,361634.0
2024-06-26 08:05:00,129.5,129.55,128.72,128.75,258329.0
2024-06-26 08:10:00,128.75,128.94,128.5,128.89,161892.0
2024-06-26 08:15:00,128.87,128.9,128.3,128.39,148566.0
2024-06-26 08:20:00,128.45,128.79,128.37,128.65,74558.0
2024-06-26 08:25:00,128.65,128.98,128.65,128.98,86536.0
2024-06-26 08:30:00,128.96,129.0,128.75,128.98,62534.0
2024-06-26 08:35:00,128.97,128.97,128.85,128.97,51775.0
2024-06-26 08:40:00,128.95,128.96,128.77,128.95,60763.0
2024-06-26 08:45:00,128.95,129.5,128.95,129.22,181809.0
2024-06-26 08:50:00,129.2,129.39,128.94,129.3,85715.0
2024-06-26 08:55:00,129.31,129.37,129.15,129.27,69318.0
2024-06-26 09:00:00,129.28,129.35,128.82,128.94,86136.0
2024-06-26 09:05:00,128.95,129.19,128.82,128.86,86528.0
2024-06-26 09:10:00,128.87,128.95,128.5,128.68,98514.0
2024-06-26 09:15:00,128.65,128.93,128.65,128.8,64007.0
2024-06-26 09:20:00,128.86,129.24,128.86,129.16,57568.0
2024-06-26 09:25:00,129.17,129.17,128.81,128.93,58149.0
2024-06-26 09:30:00,128.97,129.08,128.75,128.92,33453.0
2024-06-26 09:35:00,128.93,128.96,128.77,128.79,43256.0
2024-06-26 09:40:00,128.77,128.88,128.5,128.6,93734.0
2024-06-26 09:45:00,128.58,128.8,128.57,128.75,30358.0
2024-06-26 09:50:00,128.77,128.87,128.61,128.86,56793.0
2024-06-26 09:55:00,128.85,128.85,128.74,128.78,28393.0
2024-06-26 10:00:00,128.75,128.79,128.64,128.74,21662.0
2024-06-26 10:05:00,128.74,129.04,128.7,128.92,60285.0
2024-06-26 10:10:00,128.92,128.94,128.63,128.63,42112.0
2024-06-26 10:15:00,128.63,128.76,128.54,128.76,34509.0
2024-06-26 10:20:00,128.76,128.79,128.6,128.7,43893.0
2024-06-26 10:25:00,128.74,128.79,128.56,128.63,54082.0
2024-06-26 10:30:00,128.62,128.85,128.58,128.82,44043.0
2024-06-26 10:35:00,128.85,128.93,128.7,128.81,63052.0
